,time,SBI_index,lower_level_ws (10m m/s),lower_level_angle (10m degrees),upper_level_ws (500-2000m),upper_level_angle (500-2000m)
290,2012-04-19 05:00:00,0.93705606,2.6021116,110.00006,5.865612,334.05728
291,2012-04-19 06:00:00,0.93969166,2.4108913,110.00003,4.579629,340.26678
292,2012-04-19 07:00:00,0.9396923,2.2253425,110.0,4.5873613,346.54788
293,2012-04-19 08:00:00,0.9395778,2.0470076,109.999985,5.214161,327.71475
294,2012-04-19 09:00:00,0.9393518,1.8779432,109.99998,4.7702556,346.5217
295,2012-04-19 10:00:00,0.93377244,1.7208831,109.99996,4.7170844,346.66095
296,2012-04-19 11:00:00,0.9395364,1.5794134,109.99996,3.3378644,333.96402
297,2012-04-19 12:00:00,0.93937767,1.4580787,109.99995,4.477789,346.5227
298,2012-04-19 13:00:00,0.93902385,1.3852446,110.105606,4.268389,334.07904
299,2012-04-19 14:00:00,0.9339747,1.4136335,110.93126,4.897691,334.9049
300,2012-04-19 15:00:00,0.92605346,1.4948387,112.05167,4.921523,335.9926
301,2012-04-19 16:00:00,0.90978307,1.6161245,113.41138,4.4300637,349.8288
302,2012-04-19 17:00:00,0.9056128,1.7692673,115.09405,4.6890497,332.79358
303,2012-04-19 18:00:00,0.88779205,1.9467635,117.22598,3.959081,341.26474
304,2012-04-19 19:00:00,0.86597276,2.142569,120.00563,4.271971,350.26825
305,2012-04-19 20:00:00,0.8104349,2.3521159,123.7594,3.7880764,354.24982
306,2012-04-19 21:00:00,0.77544016,2.5720475,129.05013,3.4152782,359.26105
307,2012-04-19 22:00:00,0.68077725,2.7999177,136.88492,4.3430214,354.4953
308,2012-04-19 23:00:00,0.5068246,3.0339382,149.02756,4.7667184,348.05145
309,2012-04-20 00:00:00,0.20807916,3.2727907,167.81425,4.0538883,353.9286
310,2012-04-20 05:00:00,0.010502635,3.557655,179.39822,4.278753,346.83774
311,2012-04-20 06:00:00,0.15794048,3.5855136,170.87292,4.8316073,344.49683
312,2012-04-20 07:00:00,0.47417128,3.6177716,151.5945,4.8836136,344.24127
313,2012-04-20 08:00:00,0.9594192,3.654311,106.350655,5.0157304,349.19943
314,2012-04-21 09:00:00,0.8606892,4.049665,89.981964,6.165535,357.41238
315,2012-04-21 10:00:00,0.46770257,3.840659,120.13786,6.0326324,357.68594
316,2012-04-21 11:00:00,-0.21836051,3.6384082,163.26181,5.9215384,359.68002
317,2012-04-21 17:00:00,-0.13853656,3.1788378,169.49405,4.0092125,359.62665
318,2012-04-21 18:00:00,0.27830872,3.1567125,163.64038,3.8862176,356.05222
319,2012-04-21 19:00:00,0.31789297,3.1380258,158.55013,4.0690484,356.88266
320,2012-04-21 20:00:00,0.30735305,3.1228397,154.14894,3.951311,353.78702
321,2012-04-21 21:00:00,0.4727852,3.111205,150.34827,3.8408706,355.18207
322,2012-04-21 22:00:00,0.5431333,3.103162,147.0604,3.7087405,352.14532
323,2012-04-21 23:00:00,0.5554454,3.0987387,144.20592,4.8036203,355.94043
324,2012-04-22 00:00:00,0.618208,3.09795,141.71614,4.876254,359.48126
325,2012-04-22 01:00:00,0.55992925,3.096257,138.69266,3.9084592,356.9499
326,2012-04-22 02:00:00,0.78066283,3.0700486,128.66623,3.4607196,346.34668
327,2012-04-22 03:00:00,0.88245374,3.0402722,117.82235,4.951643,354.3047
328,2012-04-22 04:00:00,0.9488344,3.011379,108.19519,4.7187476,350.97754
329,2012-04-22 05:00:00,0.97680175,2.9833953,100.03181,5.525855,355.3032
330,2012-04-22 06:00:00,0.992639,2.9563463,93.28075,5.9608665,348.7861
331,2012-04-22 07:00:00,0.99915755,2.9302573,87.748764,5.4537134,349.44208
332,2012-04-22 08:00:00,0.99292636,2.9051554,83.21213,6.2900815,344.9049
333,2012-04-22 09:00:00,0.9831285,2.8810658,79.46828,5.5566645,341.1425
334,2012-04-22 10:00:00,0.9716993,2.8580132,76.35101,3.819163,331.76038
335,2012-04-22 11:00:00,0.9596452,2.8360248,73.72974,5.0639315,341.6691
336,2012-04-22 12:00:00,0.9427212,2.8151238,71.50354,6.7392483,339.3592
337,2012-04-22 13:00:00,0.94060475,2.8001916,70.27184,5.8892956,338.19788
338,2012-04-22 14:00:00,0.94978464,2.7993617,71.77278,5.514562,327.18005
339,2012-04-22 15:00:00,0.96036696,2.7993686,73.88218,5.792466,335.58963
340,2012-04-22 16:00:00,0.9714139,2.7993858,76.40291,3.9022074,338.05038
341,2012-04-22 17:00:00,0.98242897,2.7994125,79.45497,6.0478535,334.89044
342,2012-04-22 18:00:00,0.9929635,2.7994494,83.20188,3.6551225,344.87982
343,2012-04-22 19:00:00,0.99628645,2.7994967,87.86542,5.5586863,343.3414
344,2012-04-22 20:00:00,0.9886853,2.7995532,93.737854,5.20123,349.00027
345,2012-04-22 21:00:00,0.97920674,2.7996206,101.1748,3.3171082,344.0678
346,2012-04-22 22:00:00,0.9364803,2.7996976,110.52407,5.897487,347.08252
347,2012-04-22 23:00:00,0.8481801,2.799785,121.91958,3.22285,352.14713
348,2012-04-23 00:00:00,0.70487416,2.7998822,134.94229,5.3184395,346.44946
349,2012-04-23 01:00:00,0.5882268,2.7926676,143.9353,3.2110677,349.028
350,2012-04-23 02:00:00,0.63319933,2.744455,138.89091,6.470522,343.75098
351,2012-04-23 03:00:00,0.7805519,2.692735,128.5696,5.926672,346.32635
352,2012-04-23 04:00:00,0.94520384,2.6445253,108.95772,3.9574785,358.107
353,2012-04-23 05:00:00,0.9646295,2.6000202,74.777756,6.2644777,342.76666
354,2012-04-24 02:00:00,0.9988075,2.3873515,92.48514,5.5376916,347.8609
355,2012-04-25 01:00:00,0.68191653,1.3868996,133.52615,4.9170794,357.16174
356,2012-04-25 02:00:00,0.51338613,1.2861086,148.99998,5.0100703,354.21286
357,2012-04-25 03:00:00,0.48738587,1.235856,148.99998,4.999302,354.4619
358,2012-04-25 04:00:00,0.44507578,1.2556003,149.0,4.442761,359.8886
359,2012-04-25 05:00:00,0.41487196,1.3422556,148.99998,4.768007,359.78168
360,2012-04-25 06:00:00,0.4461635,1.4841479,148.99998,3.972132,359.89282
361,2012-04-25 07:00:00,0.45799604,1.6672333,149.0,4.550367,359.94083
362,2012-04-25 08:00:00,0.44157186,1.8795118,149.0,4.6660132,359.87524
363,2012-04-25 09:00:00,0.46132097,2.1122,149.0,3.3723836,359.95514
364,2012-04-25 10:00:00,0.43575823,2.359267,148.99998,4.119456,359.8537
365,2012-04-25 11:00:00,0.46169075,2.6166425,149.0,4.3271546,359.95676
366,2012-04-25 12:00:00,0.42730084,2.8815658,148.99998,4.2395782,359.8236
367,2012-04-25 13:00:00,0.31237328,3.0725327,149.0,4.8863897,355.05188
368,2012-04-25 14:00:00,0.04975957,2.9712052,149.0,4.404008,358.9419
369,2012-04-25 15:00:00,-0.26706785,2.8460608,148.99998,4.2283063,358.3
370,2012-04-25 16:00:00,0.42597112,2.7315297,149.0,3.9565392,359.819
371,2012-04-25 17:00:00,0.4539848,2.6290007,149.0,3.724287,359.92407
372,2012-04-25 18:00:00,0.43349802,2.5399263,149.0,3.4287164,359.84552
373,2012-04-27 00:00:00,0.19322433,2.9017363,168.85559,6.176233,329.9815
374,2012-04-27 01:00:00,0.7506518,2.7525942,131.35312,5.558194,323.9202
375,2012-04-27 02:00:00,0.9327999,2.675913,111.023026,6.0438647,322.402
376,2012-04-27 03:00:00,0.93627053,2.6201253,69.43439,5.559446,324.83282
377,2012-04-28 15:00:00,0.993689,2.413426,86.29557,7.0949945,354.35217
378,2012-04-28 16:00:00,0.99905527,1.9777042,91.27027,7.1480494,352.91428
379,2012-04-28 17:00:00,0.98620856,1.5428504,98.145645,6.4015985,353.45734
380,2012-04-28 18:00:00,0.94501877,1.1098863,107.90063,5.986664,357.13327
381,2012-04-28 19:00:00,0.8483673,0.6824174,121.74379,5.844209,358.36176
382,2012-04-28 20:00:00,0.6415578,0.28622714,140.07747,5.574928,357.752
383,2012-04-28 21:00:00,0.33257443,0.28380343,160.43024,1.7890338,346.8327
384,2012-04-28 22:00:00,0.028721478,0.67937386,178.35269,5.1232576,339.5453
385,2012-04-30 13:00:00,0.9953493,1.2620872,95.51883,7.437585,350.9226
386,2012-04-30 14:00:00,0.9174188,1.0699036,91.0011,1.3880893,358.5568
387,2012-04-30 15:00:00,0.9945675,0.83515126,91.0011,1.7425592,346.50214
388,2012-04-30 16:00:00,0.9998458,0.60041934,91.0011,1.678508,340.11438
389,2012-04-30 17:00:00,0.99944085,0.3657499,91.0011,3.3164423,352.654
390,2012-04-30 18:00:00,0.9983822,0.13147587,91.0011,3.208465,333.7788
391,2012-04-30 19:00:00,0.9998229,0.10508191,91.0011,1.8309723,314.9904
392,2012-04-30 20:00:00,0.9933602,0.33917823,91.0011,0.76937544,327.4358
393,2012-04-30 21:00:00,0.99962884,0.5738336,91.0011,0.8606814,315.0043
394,2012-04-30 22:00:00,0.999704,0.8085611,91.0011,0.62201524,283.55054
395,2012-04-30 23:00:00,0.99976957,1.0433128,91.0011,0.9314526,289.86313
396,2012-05-01 00:00:00,0.99973226,1.2780744,91.0011,2.3348114,258.41956
397,2012-05-01 01:00:00,0.9975567,1.4726878,90.03304,3.0373733,269.96313
398,2012-05-01 02:00:00,0.9840277,1.4448869,79.79762,1.1749059,291.2316
399,2012-05-01 03:00:00,0.9487763,1.3838451,71.61574,2.276693,283.05148
400,2012-05-01 04:00:00,0.91644406,1.3286557,66.44231,1.5992751,296.7294
401,2012-05-01 05:00:00,0.88627183,1.2800756,62.92866,1.288849,280.72458
402,2012-05-01 06:00:00,0.8684545,1.2388823,60.40391,1.5326064,322.0356
403,2012-05-01 07:00:00,0.84463954,1.2058337,58.508827,0.7576072,326.33563
404,2012-05-01 08:00:00,0.83552253,1.1816128,57.036983,2.9848087,324.91022
405,2012-05-01 09:00:00,0.818438,1.1667699,55.86222,3.12584,323.97647
406,2012-05-01 10:00:00,0.6905412,1.161664,54.903637,3.022205,310.86798
407,2012-05-01 11:00:00,0.5888701,1.1664234,54.106964,3.1623883,315.03137
408,2012-05-01 12:00:00,0.7619435,1.1809291,53.43463,3.2893274,314.79422
409,2012-05-01 13:00:00,0.7344952,1.2051324,52.227795,3.5860605,320.57092
410,2012-05-06 01:00:00,0.9406835,0.96375376,109.82251,1.6104269,340.09967
411,2012-05-06 02:00:00,0.8198377,0.6784212,124.00804,1.7034281,341.85565
412,2012-05-06 03:00:00,0.817517,0.3024501,124.99336,1.4670613,355.19437
413,2012-05-06 04:00:00,0.81539685,0.07676569,125.373344,4.1027784,343.07336
414,2012-05-06 05:00:00,0.81308144,0.45111638,125.57474,3.8484933,343.2478
415,2012-05-06 06:00:00,0.8118632,0.8272335,125.69948,3.6834242,343.375
416,2012-05-06 07:00:00,0.8103959,1.2034619,125.78433,3.7612824,343.52863
417,2012-05-06 08:00:00,0.80937004,1.579722,125.84579,3.5576572,343.4899
418,2012-05-06 09:00:00,0.81006324,1.9559958,125.89236,3.4607275,343.57965
419,2012-05-06 10:00:00,0.8088687,2.3322763,125.92887,3.3638062,343.67453
420,2012-05-06 11:00:00,0.8038428,2.7085612,125.95825,3.2668955,343.7751
421,2012-05-06 12:00:00,0.8058805,3.0848486,125.982414,2.3477497,349.87415
422,2012-05-06 13:00:00,0.800736,3.3766,125.99873,2.418836,350.12433
423,2012-05-06 14:00:00,0.8075131,3.2860498,125.99997,3.0335565,343.76007
424,2012-05-06 15:00:00,0.79416513,3.143968,125.99998,3.0728621,343.50717
425,2012-05-06 16:00:00,0.80851,3.0037208,125.99997,3.1475532,343.66367
426,2012-05-06 17:00:00,0.7931802,2.865578,125.99997,2.2640676,356.06726
427,2012-05-06 18:00:00,0.80896527,2.729858,125.99997,2.4024096,356.2768
428,2012-05-06 19:00:00,0.74365103,2.5969415,125.99998,2.3984005,356.6702
429,2012-05-06 20:00:00,0.80882424,2.4672813,125.99997,2.9245434,337.43774
430,2012-05-06 21:00:00,0.79846865,2.341419,125.99997,2.5026097,356.1038
431,2012-05-06 22:00:00,0.80829465,2.2200003,125.99997,2.3546693,350.02454
432,2012-05-06 23:00:00,0.806265,2.103795,125.99998,2.0279634,356.34796
433,2012-05-07 00:00:00,0.80886304,1.9937145,125.99997,2.9801166,349.96274
434,2012-05-07 01:00:00,0.0031311568,1.8922409,179.82008,2.3611124,341.04626
435,2012-05-09 22:00:00,0.7786287,1.9584805,128.86362,2.8264768,346.55695
436,2012-05-09 23:00:00,0.9692953,2.3564801,104.23158,2.6086283,340.78574
437,2012-05-10 00:00:00,0.9974284,2.766107,94.105865,3.7130857,355.7841
438,2012-05-10 01:00:00,0.9997665,3.0554173,89.88731,4.013735,357.8734
439,2012-05-10 02:00:00,0.9977608,2.9858868,87.88715,3.5801919,355.79587
440,2012-05-10 03:00:00,-0.42180988,2.891419,84.89219,2.84543,354.86487
441,2012-05-12 13:00:00,-0.9098663,1.1529326,78.828835,6.860581,180.6723
442,2012-05-12 14:00:00,0.35894728,0.81734896,74.46152,6.941922,180.25232
443,2012-05-16 01:00:00,0.66171086,1.498541,41.4757,2.448185,215.23479
444,2012-05-16 02:00:00,0.8730298,1.4901978,116.47722,0.60875237,214.57324
445,2012-05-16 03:00:00,0.9245211,1.4940604,112.33736,2.274053,210.68681
446,2012-05-16 04:00:00,0.84923065,1.613722,111.21645,1.1033399,203.67702
447,2012-05-16 05:00:00,0.79950655,1.8318708,110.758606,1.4709315,203.33923
448,2012-05-16 13:00:00,0.6078495,4.678201,110.279015,2.2273762,201.44861
449,2012-05-20 23:00:00,0.15034631,1.9289448,169.48822,6.2824373,356.3736
450,2012-05-25 01:00:00,0.55169797,2.3606598,146.44995,4.935196,357.92505
451,2012-05-25 02:00:00,0.9962624,2.2483249,94.43501,5.6824293,356.0778
452,2012-05-28 01:00:00,0.65669715,2.3040433,138.43918,4.584505,249.46657
453,2012-05-28 02:00:00,0.6886274,2.571337,136.45831,5.43359,228.46652
454,2012-06-04 12:00:00,0.14582266,1.3153582,171.61237,5.805506,357.9209
455,2012-06-04 13:00:00,0.3295076,1.4606844,160.54973,9.533353,359.25458
456,2012-06-04 14:00:00,0.37150624,1.2493811,158.1879,10.533444,357.05508
457,2012-06-04 15:00:00,0.4073094,0.9772363,155.95334,4.8008275,342.2655
458,2012-06-04 16:00:00,0.4470692,0.73658645,153.42676,9.58731,358.5944
459,2012-06-04 17:00:00,0.49150243,0.56891114,150.55896,7.6270876,355.70184
460,2012-06-04 18:00:00,0.5403133,0.5461606,147.2935,10.120963,358.71857
461,2012-06-04 19:00:00,0.5883357,0.68297434,143.56775,4.997273,342.55396
462,2012-06-04 20:00:00,0.64529324,0.9100262,139.316,10.432074,356.87274
463,2012-06-04 21:00:00,0.71341133,1.1761686,134.47629,7.730844,352.15637
464,2012-06-04 22:00:00,0.7758468,1.460181,129.0021,2.1831713,340.36072
465,2012-06-04 23:00:00,0.83868116,1.7534013,122.88048,9.264171,353.09424
466,2012-06-05 00:00:00,0.88941884,2.0518856,116.153336,9.319807,352.83725
467,2012-06-05 01:00:00,0.9446348,2.3536322,108.93629,9.266362,358.0
468,2012-06-05 02:00:00,0.9590304,2.5626795,104.696075,9.454195,359.96356
469,2012-06-05 03:00:00,0.89440715,2.4055197,116.479095,8.043526,346.78384
470,2012-06-05 04:00:00,0.7216187,2.2231364,133.79445,5.0350337,338.90314
471,2012-06-05 05:00:00,0.46489847,2.0660846,152.28856,6.711626,338.5945
472,2012-06-05 06:00:00,0.19602415,1.9405253,168.56522,5.9647145,342.13196
473,2012-06-05 21:00:00,0.011397402,1.9052057,179.34653,3.9211285,334.25043
474,2012-06-05 22:00:00,0.1167669,1.8759415,173.28978,1.5296682,334.47748
475,2012-06-05 23:00:00,0.22868785,1.8486246,166.77509,1.7198324,340.46442
476,2012-06-06 00:00:00,0.34311357,1.8233423,159.9327,2.039821,352.49133
477,2012-06-06 01:00:00,0.43835708,1.8091547,153.9851,3.4478471,321.38513
478,2012-06-06 02:00:00,0.41186622,1.9436672,155.6773,2.0546567,354.52023
479,2012-06-06 03:00:00,0.36648592,2.1341202,158.46823,3.13813,357.26398
480,2012-06-06 04:00:00,0.3304096,2.3254542,160.70535,1.5732331,359.56494
481,2012-06-06 05:00:00,0.2875746,2.5174644,162.53346,0.5374227,348.52615
482,2012-06-06 06:00:00,0.27468356,2.7100117,164.05243,0.79539955,356.64203
483,2012-06-06 07:00:00,0.25259665,2.9029858,165.33287,0.51740533,326.55255
484,2012-06-06 08:00:00,0.23470204,3.0963087,166.42587,1.3679929,302.44037
485,2012-06-06 09:00:00,0.21727683,3.2899148,167.36911,0.87233424,272.0838
486,2012-06-06 10:00:00,0.20457081,3.4837637,168.191,2.606538,272.76495
487,2012-06-06 11:00:00,0.1919944,3.6778133,168.91324,0.7701491,304.875
488,2012-06-06 12:00:00,0.14676628,3.8720345,169.55273,3.4475121,260.96045
489,2012-06-06 13:00:00,0.11457406,3.993489,170.50246,0.7956563,337.1328
490,2012-06-06 14:00:00,0.08418913,3.8346512,174.74051,0.6462826,279.749
491,2012-06-07 20:00:00,0.2666084,2.5169008,164.51547,3.7496805,256.60352
492,2012-06-07 21:00:00,0.3581253,2.4737751,158.93896,2.973558,269.90692
493,2012-06-07 22:00:00,0.4406906,2.4457066,153.5294,2.9045303,270.8482
494,2012-06-07 23:00:00,0.523994,2.4332185,148.37012,3.4539738,259.2143
495,2012-06-08 00:00:00,0.5881332,2.4365506,143.52107,3.4006226,279.39197
496,2012-06-08 01:00:00,0.6366877,2.4287984,140.44537,3.7653968,282.76614
497,2012-06-08 02:00:00,0.6125532,2.2803414,142.22192,2.8972874,290.79303
498,2012-06-08 03:00:00,0.5827295,2.1292775,144.31187,3.2043176,280.28262
499,2012-06-08 04:00:00,0.55534524,2.0071309,146.26028,2.7856588,282.26147
500,2012-06-08 05:00:00,0.52759624,1.9194294,148.07697,2.5024884,277.74457
501,2012-06-08 06:00:00,0.5033089,1.8710228,149.77156,2.240067,273.24646
502,2012-06-08 07:00:00,0.47203657,1.8649733,151.35327,1.2146829,324.8945
503,2012-06-08 08:00:00,0.4565243,1.9016856,152.83086,1.854286,257.4123
504,2012-06-08 09:00:00,0.4350354,1.9787809,154.21245,0.882389,290.22943
505,2012-06-08 10:00:00,0.40647995,2.0917988,155.50568,1.1066891,322.74103
506,2012-06-08 11:00:00,0.39518586,2.235297,156.71756,0.95464694,330.4145
507,2012-06-08 12:00:00,0.34932184,2.4038234,157.85454,0.85690105,357.08942
508,2012-06-08 15:00:00,0.29277855,2.110628,158.79623,0.5346418,358.27332
509,2012-06-08 16:00:00,0.3606874,1.8454263,158.64095,0.44553447,338.78015
510,2012-06-08 17:00:00,0.30036873,1.620434,158.44827,0.26328826,345.34488
511,2012-06-08 18:00:00,0.3710092,1.454432,158.20288,0.42179626,281.61322
512,2012-06-08 19:00:00,0.37401333,1.3690505,157.8797,0.522405,268.88086
513,2012-06-08 20:00:00,0.33443844,1.379342,157.43481,0.87557626,255.24094
514,2012-06-08 21:00:00,0.39157858,1.4833167,156.78363,0.8176453,248.93452
515,2012-06-08 22:00:00,0.4059372,1.6635001,155.73978,0.8907671,266.78003
516,2012-06-08 23:00:00,0.4386963,1.8983136,153.79688,0.5021709,264.7957
517,2012-06-09 00:00:00,0.51587415,2.1700964,148.94116,0.7330476,259.83917
518,2012-06-09 01:00:00,0.7931851,2.4434545,127.46963,2.1708279,232.10658
519,2012-06-10 21:00:00,0.060994815,2.6731038,176.27979,1.0929809,349.6486
520,2012-06-10 22:00:00,0.25713304,2.925771,165.02808,1.1617507,332.36478
521,2012-06-10 23:00:00,0.42376283,3.2662776,154.92162,0.7882042,297.20135
522,2012-06-11 00:00:00,0.5539411,3.6702592,146.30869,1.484884,263.4239
523,2012-06-11 01:00:00,0.63047266,4.0116363,140.89139,1.3936954,251.7445
524,2012-06-11 02:00:00,0.56699276,3.7999983,145.3595,1.253642,249.89026
525,2012-06-11 03:00:00,0.45253432,3.5001748,152.91922,0.6630986,295.1109
526,2012-06-11 04:00:00,0.27714643,3.2102284,162.47717,0.82012814,355.445
527,2012-06-11 05:00:00,0.027215317,2.9330902,174.17758,0.23873714,352.8784
528,2012-06-13 01:00:00,-0.11467179,1.4708804,172.07733,0.8851031,267.84253
529,2012-06-13 02:00:00,0.2036266,1.2388707,152.0,0.65137666,257.72394
530,2012-06-13 03:00:00,0.45014817,1.0857583,152.0,0.6282904,243.7475
531,2012-06-13 08:00:00,0.04979596,2.3732562,152.0,1.2626798,355.6682
532,2012-06-13 09:00:00,0.30125606,2.787412,151.99998,1.2749082,358.00684
533,2012-06-13 10:00:00,0.4398802,3.2128687,151.99998,1.1798292,337.92624
534,2012-06-13 11:00:00,0.46620998,3.6456728,152.0,1.173939,344.44843
535,2012-06-13 12:00:00,0.46722803,4.0834875,152.0,1.2193358,319.53143
536,2012-06-13 13:00:00,0.46941608,4.498423,152.00305,1.1877164,319.43066
537,2012-06-13 14:00:00,0.44237104,4.748497,152.19934,0.9010516,294.17786
538,2012-06-13 15:00:00,0.303457,5.0194616,152.53766,0.9263097,350.5346
539,2012-06-13 16:00:00,0.44521964,5.30486,152.91484,1.3650115,301.28796
540,2012-06-13 17:00:00,0.4058777,5.602486,153.33784,1.5624928,270.0654
541,2012-06-13 18:00:00,0.43596837,5.9104934,153.81558,1.9609845,245.69594
542,2012-06-22 02:00:00,0.24859987,2.9035122,165.57504,1.3032303,358.20554
543,2012-06-23 01:00:00,0.23798135,0.80871606,166.12817,7.766648,339.96655
544,2012-06-23 02:00:00,0.8566231,0.95355976,119.99993,7.4273667,344.12973
545,2012-06-23 03:00:00,0.86599857,1.1197591,119.99992,4.8121886,356.55658
546,2012-06-23 04:00:00,0.86598533,1.291383,119.99993,6.612582,337.70874
547,2012-06-23 05:00:00,0.849568,1.4665287,119.99993,6.701131,337.50378
548,2012-06-23 06:00:00,0.8655133,1.6440706,119.99993,5.3927984,337.66464
549,2012-06-23 07:00:00,0.86169094,1.8233094,119.99992,6.6146927,331.31577
550,2012-06-23 08:00:00,0.86479264,2.0037892,119.99992,7.455373,331.3625
551,2012-06-23 09:00:00,0.85755867,2.1852024,119.99993,5.1939964,331.55582
552,2012-06-23 10:00:00,0.86602587,2.3673356,119.99993,6.0976605,325.13223
553,2012-06-23 11:00:00,0.86119056,2.550033,119.99993,5.5223846,325.2384
554,2012-06-23 12:00:00,0.86323947,2.7331824,119.99993,5.054254,325.21292
555,2012-06-23 13:00:00,0.86598504,2.9166987,119.99993,3.3833592,325.12296
556,2012-06-23 14:00:00,0.85690534,2.994939,119.90444,2.0857258,356.6048
557,2012-06-23 15:00:00,0.87006325,2.9037323,119.52008,4.884066,318.38623
558,2012-06-23 16:00:00,0.87402153,2.8086903,119.05145,5.23177,317.9203
559,2012-06-23 17:00:00,0.8763961,2.7142518,118.49218,5.3284473,317.2665
560,2012-06-23 18:00:00,0.8720483,2.6204789,117.81329,4.7065578,310.21185
561,2012-06-23 19:00:00,0.8862947,2.5274491,116.9721,4.8769193,309.64374
562,2012-06-23 20:00:00,0.89952546,2.435245,115.90303,4.6626716,308.4739
563,2012-06-23 21:00:00,0.9098744,2.3439655,114.500145,0.91327727,294.48642
564,2012-06-23 22:00:00,0.92321265,2.2537224,112.58104,3.3126314,298.88068
565,2012-06-23 23:00:00,0.94085336,2.1646452,109.80459,4.714919,296.08698
566,2012-06-24 00:00:00,0.96286654,2.0768847,105.45961,2.78599,291.78723
567,2012-06-24 01:00:00,0.9704301,2.018803,103.960785,1.2770813,252.53687
568,2012-06-24 02:00:00,0.8909983,2.0681324,116.969574,2.086766,265.53
569,2012-06-24 03:00:00,0.8442553,2.133486,122.37155,4.072796,289.8335
570,2012-06-24 04:00:00,0.81922656,2.2026663,124.95728,3.6639888,298.64474
571,2012-06-24 05:00:00,0.804127,2.2753243,126.46771,3.6756103,300.1718
572,2012-06-24 06:00:00,0.79169285,2.3511379,127.45686,3.3609405,301.1006
573,2012-06-24 07:00:00,0.7854895,2.4298117,128.1545,0.85281295,295.54138
574,2012-06-24 08:00:00,0.78070605,2.511077,128.6728,2.757437,302.38226
575,2012-06-24 09:00:00,0.7763439,2.5946887,129.07297,0.6908169,321.63943
576,2012-06-24 10:00:00,0.7728207,2.6804304,129.39125,3.1433845,321.95258
577,2012-06-24 11:00:00,0.7698948,2.7681015,129.6504,1.9646341,322.22897
578,2012-06-24 12:00:00,0.7666609,2.857526,129.86551,2.1942034,335.04642
579,2012-06-24 13:00:00,0.75035465,2.9120817,130.02547,1.9060767,334.95728
